,distance,altitude_smoothed,label
4351,32021.7,78.6288888888889,downhill
4352,32027,78.4144444444445,downhill
4353,32032.7,78.2000000000001,downhill
4354,32038.2,77.9855555555556,downhill
4355,32044.6,77.7722222222223,downhill
4356,32050.7,77.5577777777778,downhill
4357,32056.8,77.3433333333334,downhill
4358,32063.8,77.1277777777778,downhill
4359,32071.2,76.9122222222223,downhill
4360,32080,76.6955555555556,downhill
4361,32089.3,76.4766666666667,downhill
4362,32098.2,76.2566666666667,downhill
4363,32107.2,76.0333333333334,downhill
4364,32116.4,75.8066666666667,downhill
4365,32125.6,75.5777777777778,downhill
4366,32134.8,75.3466666666667,downhill
4367,32143.7,75.1122222222223,downhill
4368,32153.3,74.8733333333334,downhill
4369,32163.1,74.6311111111112,downhill
4370,32173.1,74.3877777777778,downhill
4371,32182.8,74.1411111111112,downhill
4372,32194.2,73.8922222222223,downhill
4373,32204.8,73.6411111111112,downhill
4374,32215.1,73.3877777777778,downhill
4375,32225.9,73.1333333333334,downhill
4376,32236.8,72.8766666666667,downhill
4377,32246.8,72.6166666666667,downhill
4378,32258.5,72.3544444444445,downhill
4379,32269.3,72.0911111111112,downhill
4380,32280.5,71.8266666666667,downhill
4381,32291.8,71.5622222222223,downhill
4382,32303,71.2977777777778,downhill
4383,32314,71.0322222222223,downhill
4384,32326,70.7633333333334,downhill
4385,32337.7,70.4933333333334,downhill
4386,32348.6,70.2222222222222,downhill
4387,32357.5,69.9477777777778,downhill
4388,32365.1,69.67,downhill
4389,32371.5,69.3888888888889,downhill
4390,32377.3,69.1055555555556,downhill
4391,32383.5,68.8211111111111,downhill
4392,32390.1,68.5366666666667,downhill
4393,32397.1,68.2522222222223,downhill
4394,32404.1,67.9688888888889,downhill
4395,32411.1,67.6855555555556,downhill
4396,32417.8,67.4066666666667,downhill
4397,32424.7,67.1277777777778,downhill
4398,32431.2,66.85,downhill
4399,32439.2,66.5722222222222,downhill
4400,32446.3,66.2944444444445,downhill
4401,32453.7,66.0166666666667,downhill
4402,32460.7,65.7388888888889,downhill
4403,32468.1,65.4611111111111,downhill
4404,32475.3,65.1844444444445,downhill
4405,32483.3,64.9088888888889,downhill
4406,32490.6,64.6344444444445,downhill
4407,32499.3,64.36,downhill
4408,32507.8,64.0866666666667,downhill
4409,32515.8,63.8155555555556,downhill
4410,32524.3,63.5444444444445,downhill
4411,32532.8,63.2755555555556,downhill
4412,32541.3,63.0077777777778,downhill
4413,32549.8,62.7411111111111,downhill
4414,32558.1,62.4755555555556,downhill
4415,32566.6,62.2122222222222,downhill
4416,32575.4,61.95,downhill
4417,32584.2,61.6888888888889,downhill
4418,32592.4,61.43,downhill
4419,32601.1,61.1733333333333,downhill
4420,32609.6,60.9188888888889,downhill
4421,32618.3,60.6666666666667,downhill
4422,32627.5,60.4166666666667,downhill
4423,32636.7,60.1677777777778,downhill
4424,32645.9,59.9211111111111,downhill
4425,32655.3,59.6766666666667,downhill
4426,32665,59.4333333333333,downhill
4427,32674.5,59.19,downhill
4428,32684,58.9477777777778,downhill
4429,32693.6,58.7066666666667,downhill
4430,32703.2,58.4666666666667,downhill
4431,32712.9,58.2288888888889,downhill
4432,32722.3,57.9911111111111,downhill
4433,32731.9,57.7555555555556,downhill
4434,32742.8,57.5211111111111,downhill
4435,32752.9,57.29,downhill
4436,32765.2,57.0622222222222,downhill
4437,32775.8,56.8355555555556,downhill
4438,32786.7,56.6088888888889,downhill
4439,32797.4,56.3833333333333,downhill
4440,32807.9,56.1577777777778,downhill
4441,32818.1,55.9333333333333,downhill
4442,32827.8,55.7088888888889,downhill
4443,32837.9,55.4833333333333,downhill
4444,32847.6,55.2588888888889,downhill
4445,32856.9,55.0344444444444,downhill
4446,32866.9,54.8111111111111,downhill
4447,32877.5,54.5888888888889,downhill
4448,32888.4,54.3677777777778,downhill
4449,32899.5,54.15,downhill
4450,32910.5,53.9355555555556,downhill
4451,32921.9,53.7233333333333,downhill
4452,32932.8,53.5144444444444,downhill
4453,32943.5,53.3088888888889,downhill
4454,32954.4,53.1077777777778,downhill
4455,32965.2,52.9111111111111,downhill
4456,32976.3,52.7177777777778,downhill
4457,32987.5,52.5288888888889,downhill
4458,32997.8,52.3444444444444,downhill
4459,33009.9,52.1633333333333,downhill
4460,33019.5,51.9844444444445,downhill
4461,33030.8,51.8088888888889,downhill
4462,33043.4,51.6366666666667,downhill
4463,33054.8,51.4677777777778,downhill
4464,33065.9,51.3022222222222,downhill
4465,33077.3,51.1388888888889,downhill
4466,33088.2,50.9788888888889,downhill
4467,33098.9,50.8222222222222,downhill
4468,33108.7,50.67,downhill
4469,33117.8,50.52,downhill
4470,33126.1,50.3711111111111,downhill
4471,33134.8,50.2266666666666,downhill
4472,33142.9,50.0844444444444,downhill
4473,33151,49.9455555555556,downhill
4474,33159.5,49.8088888888889,downhill
4475,33167.8,49.6755555555555,downhill
4476,33174.7,49.5433333333333,downhill
4477,33186.4,49.4144444444444,downhill
4478,33196.3,49.2877777777778,downhill
4479,33206,49.1622222222222,downhill
4480,33216.2,49.0377777777778,downhill
4481,33226.4,48.9155555555555,downhill
4482,33236,48.7944444444444,downhill
4483,33244.9,48.6722222222222,downhill
4484,33253.4,48.55,downhill
4485,33260.9,48.4277777777778,downhill
4486,33267,48.3055555555556,downhill
4487,33271.5,48.1833333333333,downhill
4488,33274.9,48.0611111111111,downhill
4489,33278.1,47.9388888888889,downhill
4490,33281.8,47.8166666666667,downhill
4491,33285.6,47.6955555555556,downhill
4492,33290.9,47.5733333333333,downhill
4493,33296,47.4522222222222,downhill
4494,33301.3,47.3322222222222,downhill
4495,33306.6,47.2133333333333,downhill
4496,33312.1,47.0955555555555,downhill
4497,33317.3,46.9777777777778,downhill
4498,33322.5,46.86,downhill
4499,33327.8,46.7422222222222,downhill
4500,33332.6,46.6244444444444,downhill
4501,33337.6,46.5066666666666,downhill
4502,33342.3,46.3911111111111,downhill
4503,33347.1,46.2755555555555,downhill
4504,33351.8,46.1622222222222,downhill
4505,33356.8,46.0488888888889,downhill
4506,33361.7,45.9366666666667,downhill
4507,33366.6,45.8255555555555,downhill
4508,33371.6,45.7155555555555,downhill
4509,33376.9,45.6066666666666,downhill
4510,33381.8,45.5,downhill
4511,33386.6,45.3944444444444,downhill
4512,33391.1,45.29,downhill
4513,33395.9,45.1888888888889,downhill
4514,33400.9,45.0888888888889,downhill
4515,33405.9,44.9911111111111,downhill
4516,33410.8,44.8944444444444,downhill
4517,33415.7,44.7977777777778,downhill
4518,33420.9,44.7022222222222,downhill
4519,33425.4,44.6066666666667,downhill
4520,33431.3,44.5122222222222,downhill
4521,33436.5,44.4188888888889,downhill
4522,33441.4,44.3266666666667,downhill
4523,33446.4,44.2355555555555,downhill
4524,33451.6,44.1466666666667,downhill
4525,33456.4,44.06,downhill
4526,33461.6,43.9755555555555,downhill
4527,33466.8,43.8944444444444,downhill
4528,33472.3,43.8177777777778,downhill
4529,33477.7,43.7433333333333,downhill
4530,33483.1,43.67,downhill
4531,33488.1,43.5988888888889,downhill
4532,33493.9,43.53,downhill
4533,33499.5,43.4622222222222,downhill
4534,33504.9,43.3955555555555,downhill
4535,33510.2,43.3288888888889,downhill
4536,33515.6,43.2644444444444,downhill
4537,33520.7,43.2011111111111,downhill
4538,33526.3,43.1377777777778,downhill
4539,33531.9,43.0755555555556,downhill
4540,33537,43.0166666666667,downhill
4541,33542.5,42.9588888888889,downhill
4542,33547.9,42.9011111111111,downhill
4543,33553,42.8455555555555,downhill
4544,33558.3,42.7911111111111,downhill
4545,33563.8,42.7366666666667,downhill
4546,33569.4,42.6833333333333,downhill
4547,33575.1,42.6311111111111,downhill
4548,33579.7,42.5822222222222,downhill
4549,33585.7,42.5344444444445,downhill
4550,33590.9,42.4855555555556,downhill
4551,33596,42.4366666666667,downhill
4552,33601.3,42.3866666666667,downhill
4553,33606.6,42.3366666666667,downhill
4554,33611.6,42.2855555555556,downhill
4555,33616.6,42.2333333333333,downhill
4556,33621.3,42.18,downhill
4557,33626,42.1277777777778,downhill
4558,33630.9,42.0777777777778,downhill
4559,33635.9,42.0288888888889,downhill
4560,33641.2,41.98,downhill
4561,33647,41.9311111111111,downhill
4562,33653,41.8822222222222,downhill
4563,33658.9,41.8344444444444,downhill
4564,33665.2,41.7888888888889,downhill
4565,33671.7,41.7444444444444,downhill
4566,33678.1,41.7044444444444,downhill
4567,33684.9,41.67,downhill
4568,33691.8,41.6422222222222,downhill
4569,33699.1,41.6188888888889,downhill
4570,33706.5,41.6011111111111,downhill
4571,33714,41.5866666666667,downhill
4572,33721.6,41.5744444444444,downhill
4573,33728.9,41.5644444444444,downhill
4574,33736.1,41.5544444444444,downhill
4575,33744.2,41.5455555555556,downhill
4576,33751.5,41.5355555555555,downhill
4577,33758.9,41.5255555555556,downhill
4578,33766.3,41.5133333333333,downhill
4579,33773.8,41.5011111111111,downhill
4580,33781.2,41.4877777777778,downhill
4581,33788.3,41.4733333333333,downhill
4582,33794.7,41.4577777777778,downhill
4583,33800.1,41.44,downhill
4584,33805.2,41.42,downhill
4585,33810.9,41.3977777777778,downhill
4586,33816.9,41.3733333333333,downhill
4587,33823.2,41.3477777777778,downhill
4588,33829.9,41.3211111111111,downhill
4589,33836.4,41.2911111111111,downhill
4590,33843.4,41.26,downhill
4591,33850.4,41.2277777777778,downhill
4592,33857.3,41.1922222222222,downhill
4593,33864.4,41.1544444444444,downhill
4594,33871.7,41.1133333333333,downhill
4595,33878.9,41.0711111111111,downhill
4596,33885.8,41.0266666666667,downhill
4597,33893,40.98,downhill
4598,33900,40.9311111111111,downhill
4599,33906.9,40.88,downhill
4600,33913.6,40.8266666666667,downhill
4601,33920.6,40.77,downhill
4602,33927.3,40.7122222222222,downhill
4603,33933.4,40.6522222222222,downhill
4604,33940.6,40.5888888888889,downhill
4605,33947.5,40.5211111111111,downhill
4606,33954.7,40.4511111111111,downhill
4607,33961.8,40.38,downhill
4608,33968.6,40.3066666666667,downhill
4609,33975.6,40.2322222222222,downhill
4610,33982.6,40.1544444444444,downhill
4611,33990,40.0744444444444,downhill
4612,33997.3,39.9922222222222,downhill
4613,34004.4,39.9066666666666,downhill
4614,34011.6,39.82,downhill
4615,34018.9,39.7288888888889,downhill
4616,34026.3,39.6333333333333,downhill
4617,34033.3,39.5377777777778,downhill
4618,34040.6,39.4422222222222,downhill
4619,34048.1,39.3455555555555,downhill
4620,34055.7,39.2477777777777,downhill
4621,34062.9,39.1488888888889,downhill
4622,34070.6,39.05,downhill
4623,34078.6,38.95,downhill
4624,34086.6,38.8477777777778,downhill
4625,34094.9,38.7444444444444,downhill
4626,34103.4,38.6411111111111,downhill
4627,34111.7,38.5366666666666,downhill
4628,34119.9,38.4311111111111,downhill
4629,34128.7,38.3244444444444,downhill
4630,34137.3,38.2177777777778,downhill
4631,34146.1,38.1111111111111,downhill
4632,34153.8,38.0044444444444,downhill
4633,34163.4,37.8966666666666,downhill
4634,34172.6,37.79,downhill
4635,34181.6,37.6822222222222,downhill
4636,34190.4,37.5755555555555,downhill
4637,34199.3,37.4688888888889,downhill
4638,34208.6,37.3622222222222,downhill
4639,34217.8,37.2555555555555,downhill
4640,34227.4,37.1488888888889,downhill
4641,34237.2,37.0411111111111,downhill
4642,34246.9,36.9322222222222,downhill
4643,34256.8,36.8233333333333,downhill
4644,34266.7,36.7144444444444,downhill
4645,34276.6,36.6066666666666,downhill
4646,34286.1,36.4988888888889,downhill
4647,34296.2,36.3911111111111,downhill
4648,34306.4,36.2822222222222,downhill
4649,34316.6,36.1744444444444,downhill
4650,34326.4,36.0677777777778,downhill
4651,34336.5,35.9611111111111,downhill
4652,34346,35.8555555555555,downhill
4653,34354.4,35.75,downhill
4654,34361.3,35.6444444444444,downhill
4655,34367.3,35.54,downhill
4656,34372.2,35.4377777777778,downhill
4657,34375.8,35.3366666666667,downhill
4658,34378.7,35.2366666666666,downhill
4659,34380.9,35.1388888888889,downhill
4660,34382.9,35.0433333333333,downhill
4661,34384.4,34.95,downhill
4662,34386,34.8566666666667,downhill
4663,34387.4,34.7655555555555,downhill
4664,34389.3,34.6766666666667,downhill
4665,34392.7,34.5877777777778,downhill
4666,34397,34.5,downhill
4667,34402.1,34.4122222222222,downhill
4668,34407.4,34.3255555555555,downhill
4669,34413.2,34.24,downhill
4670,34419.1,34.1544444444444,downhill
4671,34425.2,34.07,downhill
4672,34431.4,33.9866666666666,downhill
4673,34437.9,33.9044444444444,downhill
4674,34444.3,33.8222222222222,downhill
4675,34450.7,33.7411111111111,downhill
4676,34457.2,33.6611111111111,downhill
4677,34463.9,33.5822222222222,downhill
4678,34470.4,33.5044444444444,downhill
4679,34477.1,33.4277777777778,downhill
4680,34483.6,33.3522222222222,downhill
4681,34490,33.2777777777778,downhill
4682,34496.6,33.2022222222222,downhill
4683,34503.4,33.1266666666667,downhill
4684,34510.2,33.05,downhill
4685,34516.9,32.9733333333333,downhill
4686,34523.4,32.8955555555556,downhill
4687,34529.7,32.8166666666667,downhill
4688,34535.4,32.7366666666667,downhill
4689,34541.2,32.6566666666667,downhill
4690,34548.1,32.5755555555556,downhill
4691,34553.6,32.4944444444444,downhill
4692,34561.2,32.4144444444444,downhill
4693,34568.3,32.3333333333333,downhill
4694,34575.6,32.2511111111111,downhill
4695,34582.8,32.1688888888889,downhill
4696,34589.7,32.0866666666667,downhill
4697,34596.4,32.0055555555556,downhill
4698,34603.2,31.9255555555556,downhill
4699,34610.4,31.8466666666667,downhill
4700,34617.5,31.7666666666667,downhill
4701,34624.9,31.6866666666667,downhill
4702,34632.4,31.6066666666667,downhill
4703,34639.6,31.5266666666667,downhill
4704,34647.1,31.4466666666667,downhill
4705,34654.6,31.3655555555556,downhill
4706,34662.4,31.2844444444444,downhill
4707,34669.8,31.2033333333333,downhill
4708,34677.6,31.1211111111111,downhill
4709,34685.1,31.04,downhill
4710,34692.6,30.96,easy
4711,34700.8,30.8811111111111,easy
4712,34708.7,30.8022222222222,easy
4713,34716.9,30.7244444444444,easy
4714,34724.8,30.6477777777778,easy
4715,34732.4,30.5744444444444,easy
4716,34739.6,30.5033333333333,easy
4717,34746.9,30.4333333333333,easy
4718,34754.3,30.3666666666667,easy
4719,34762.3,30.3011111111111,easy
4720,34769.4,30.2355555555556,easy
4721,34776.6,30.1722222222222,easy
4722,34783.7,30.1111111111111,easy
4723,34791,30.0522222222222,easy
4724,34798.1,29.9944444444444,easy
4725,34805.4,29.94,easy
4726,34812.5,29.8877777777778,easy
4727,34819.9,29.8366666666667,easy
4728,34827.5,29.7877777777778,easy
4729,34835.1,29.7411111111111,easy
4730,34842.8,29.6966666666667,easy
4731,34850.6,29.6555555555555,easy
4732,34858.5,29.6188888888889,easy
4733,34866.5,29.5844444444444,easy
4734,34874.3,29.5533333333333,easy
4735,34882.1,29.5255555555555,easy
4736,34890.1,29.5011111111111,easy
4737,34898,29.4788888888889,easy
4738,34905.9,29.4566666666667,easy
4739,34914,29.4366666666667,easy
4740,34921.9,29.42,easy
4741,34929.6,29.4044444444444,easy
4742,34937.3,29.3877777777778,easy
4743,34944.8,29.3711111111111,easy
4744,34953,29.3533333333333,easy
4745,34960.4,29.3355555555556,easy
4746,34967.8,29.3166666666667,easy
4747,34976.1,29.2966666666667,easy
4748,34984.5,29.2755555555556,easy
4749,34992.4,29.2522222222222,easy
4750,35000.4,29.2266666666667,easy
4751,35008.1,29.1988888888889,easy
4752,35015.9,29.17,easy
4753,35023.5,29.14,easy
4754,35031.1,29.1088888888889,easy
4755,35038.8,29.0777777777778,easy
4756,35046.4,29.0455555555556,easy
4757,35054,29.0122222222222,easy
4758,35061.6,28.98,easy
4759,35069.6,28.9466666666667,easy
4760,35077.3,28.9155555555556,easy
4761,35085.3,28.8844444444444,easy
4762,35093.1,28.8544444444444,easy
4763,35100.8,28.8244444444444,easy
4764,35108.9,28.7955555555556,easy
4765,35116.8,28.7655555555556,easy
4766,35124.2,28.7366666666667,easy
4767,35132.3,28.7066666666667,easy
4768,35140.2,28.6766666666667,easy
4769,35148,28.6455555555556,easy
4770,35155.8,28.6144444444445,easy
4771,35163.8,28.5822222222222,easy
4772,35172,28.5511111111111,easy
4773,35180.4,28.52,easy
4774,35188.5,28.4888888888889,easy
4775,35197.7,28.4566666666667,easy
4776,35206.8,28.4244444444444,easy
4777,35216.8,28.3922222222222,easy
4778,35226.2,28.3588888888889,easy
4779,35235.5,28.3255555555555,easy
4780,35244.4,28.2911111111111,easy
4781,35253.9,28.2577777777778,easy
4782,35263.2,28.2244444444444,easy
4783,35272.5,28.1922222222222,easy
4784,35282,28.1611111111111,easy
4785,35291.7,28.1322222222222,easy
4786,35301.2,28.1033333333333,easy
4787,35310.5,28.0755555555556,easy
4788,35319.4,28.0477777777778,easy
4789,35329,28.0188888888889,easy
4790,35338.3,27.9888888888889,easy
4791,35347.4,27.9566666666667,easy
4792,35356.5,27.9233333333333,easy
4793,35365.4,27.8888888888889,easy
4794,35374.3,27.8522222222222,easy
4795,35383.6,27.8177777777778,easy
4796,35392.9,27.7844444444444,easy
4797,35402.1,27.75,easy
4798,35411.6,27.7177777777778,easy
4799,35420.7,27.6866666666667,easy
4800,35429.7,27.6588888888889,easy
4801,35438.2,27.6322222222222,easy
4802,35447.4,27.6066666666667,easy
4803,35456.8,27.5822222222222,easy
4804,35466,27.56,easy
4805,35475.2,27.5388888888889,easy
4806,35484.1,27.5177777777778,easy
4807,35493.1,27.4988888888889,easy
4808,35501.8,27.4811111111111,easy
4809,35510.5,27.4644444444445,easy
4810,35519.2,27.4466666666667,easy
4811,35528.2,27.4288888888889,easy
4812,35536.5,27.41,easy
4813,35545.3,27.3911111111111,easy
4814,35553.7,27.3711111111111,easy
4815,35562.6,27.3511111111111,easy
4816,35571.3,27.3288888888889,easy
4817,35580,27.3066666666667,easy
4818,35588.6,27.2833333333333,easy
4819,35597.3,27.26,easy
4820,35605.6,27.2377777777778,easy
4821,35614.4,27.2166666666667,easy
4822,35622.8,27.1977777777778,easy
4823,35631.3,27.18,easy
4824,35639.4,27.1644444444445,easy
4825,35647.8,27.1477777777778,easy
4826,35655.9,27.1311111111111,easy
4827,35664.2,27.1133333333334,easy
4828,35672.5,27.0944444444445,easy
4829,35681,27.0733333333334,easy
4830,35689.3,27.0522222222222,easy
4831,35697.3,27.03,easy
4832,35705.5,27.0066666666667,easy
4833,35713.3,26.9833333333333,easy
4834,35721.5,26.9588888888889,easy
4835,35729.4,26.9322222222222,easy
4836,35737.4,26.9044444444445,easy
4837,35745.7,26.8755555555556,easy
4838,35754,26.8455555555556,easy
4839,35762.5,26.8133333333333,easy
4840,35770.9,26.78,easy
4841,35779.5,26.7444444444445,easy
4842,35788.2,26.7088888888889,easy
4843,35796.8,26.6722222222222,easy
4844,35805,26.6344444444444,easy
4845,35813.6,26.5966666666667,easy
4846,35822.2,26.5566666666667,easy
4847,35830.5,26.5166666666667,easy
4848,35838.9,26.4744444444444,easy
4849,35847.4,26.4322222222222,easy
4850,35855.7,26.3888888888889,easy
4851,35863.9,26.3433333333333,easy
4852,35872.4,26.2977777777778,easy
4853,35880.9,26.2511111111111,easy
4854,35889.4,26.2044444444444,easy
4855,35897.7,26.1566666666667,easy
4856,35905.8,26.1066666666667,easy
4857,35913.6,26.0566666666667,easy
4858,35921.8,26.0077777777778,easy
4859,35930.8,25.9588888888889,easy
4860,35939.2,25.9111111111111,easy
4861,35946.9,25.8633333333333,easy
4862,35955.8,25.8166666666667,easy
4863,35964.4,25.77,easy
4864,35972.9,25.7244444444445,easy
4865,35981.7,25.68,easy
4866,35990.2,25.6377777777778,easy
4867,35998.7,25.5977777777778,easy
4868,36007,25.56,easy
4869,36015.6,25.5222222222223,easy
4870,36024,25.4855555555556,easy
4871,36032.1,25.45,easy
4872,36040.5,25.4144444444445,easy
4873,36049.1,25.3788888888889,easy
4874,36058,25.3444444444445,easy
4875,36066.7,25.3088888888889,easy
4876,36074.7,25.2744444444445,easy
4877,36082,25.24,easy
4878,36089,25.2055555555556,easy
4879,36096.6,25.1711111111111,easy
4880,36104.7,25.1388888888889,easy
4881,36113.2,25.1077777777778,easy
4882,36121.6,25.0788888888889,easy
4883,36131.8,25.0522222222223,easy
4884,36142,25.0266666666667,easy
4885,36151.9,25.0033333333334,easy
4886,36161.7,24.9822222222223,easy
4887,36171.1,24.9611111111111,easy
4888,36180.2,24.9411111111111,easy
4889,36188.5,24.9211111111111,easy
4890,36197.5,24.9022222222222,easy
4891,36205.2,24.8833333333334,easy
4892,36213.4,24.8655555555556,easy
4893,36221.2,24.8477777777778,easy
4894,36229.3,24.83,easy
4895,36236.9,24.8122222222222,easy
4896,36244.3,24.7944444444445,easy
4897,36251.9,24.7777777777778,easy
4898,36259.3,24.7611111111111,easy
4899,36266.9,24.7455555555556,easy
4900,36274.2,24.7311111111111,easy
4901,36281.3,24.7177777777778,easy
4902,36288.6,24.7044444444445,easy
4903,36296.1,24.6911111111111,easy
4904,36303.2,24.68,easy
4905,36310.2,24.6688888888889,easy
4906,36317.3,24.6588888888889,easy
4907,36323.9,24.65,easy
4908,36330.1,24.6411111111111,easy
4909,36336.7,24.6333333333334,easy
4910,36342.4,24.6255555555556,easy
4911,36346.6,24.6177777777778,easy
4912,36349,24.61,easy
4913,36349.3,24.6044444444445,easy
4914,36352,24.6,easy
4915,36355.2,24.5966666666667,easy
4916,36359.9,24.5944444444444,easy
4917,36364.6,24.5922222222222,easy
4918,36369.8,24.5922222222222,easy
4919,36375.4,24.5911111111111,easy
4920,36381.4,24.5888888888889,easy
4921,36387.8,24.5866666666667,easy
4922,36394.5,24.5866666666667,easy
4923,36401.5,24.5877777777778,easy
4924,36408.4,24.59,easy
4925,36415.3,24.5933333333333,easy
4926,36422.8,24.5977777777778,easy
4927,36430.2,24.6022222222222,easy
4928,36437.6,24.6077777777778,easy
4929,36445.4,24.6155555555556,easy
4930,36452.7,24.6255555555556,easy
4931,36460,24.6366666666667,easy
4932,36468,24.65,easy
4933,36475.5,24.6644444444445,easy
4934,36482.6,24.68,easy
4935,36489.8,24.6966666666667,easy
4936,36497.3,24.7144444444444,easy
4937,36505.4,24.7344444444445,easy
4938,36513.3,24.7544444444445,easy
4939,36520.6,24.7744444444444,easy
4940,36528.5,24.7933333333333,easy
4941,36535.9,24.8122222222222,easy
4942,36543.6,24.8311111111111,easy
4943,36551.3,24.8511111111111,easy
4944,36558.7,24.8711111111111,easy
4945,36566.6,24.8922222222222,easy
4946,36573.7,24.9133333333334,easy
4947,36581.5,24.9355555555556,easy
4948,36589.1,24.9577777777778,easy
4949,36596.5,24.9822222222222,easy
4950,36604.3,25.0066666666667,easy
4951,36611.8,25.0322222222222,easy
4952,36619.6,25.0588888888889,easy
4953,36627.4,25.0866666666667,easy
4954,36635.2,25.1166666666667,easy
4955,36642.9,25.1488888888889,easy
4956,36650.6,25.1822222222222,easy
4957,36658.3,25.2177777777778,easy
4958,36666.1,25.2566666666667,easy
4959,36674.1,25.2977777777778,easy
4960,36681.8,25.3422222222222,easy
4961,36689.6,25.3888888888889,easy
4962,36696.9,25.4377777777778,easy
4963,36704.9,25.4888888888889,easy
4964,36713,25.5422222222222,easy
4965,36721.1,25.5977777777778,easy
4966,36729.1,25.6566666666667,easy
4967,36736.5,25.7177777777778,easy
4968,36744.1,25.7822222222222,easy
4969,36751.4,25.85,easy
4970,36758,25.9222222222222,easy
4971,36762.8,25.9988888888889,easy
4972,36766.4,26.08,easy
4973,36768.3,26.1644444444444,easy
4974,36768.6,26.2533333333333,easy
4975,36771.2,26.3444444444444,easy
4976,36775,26.4377777777778,easy
4977,36779.6,26.5322222222222,easy
4978,36784.9,26.6266666666667,easy
4979,36790.4,26.7222222222222,easy
4980,36796.2,26.8166666666667,easy
4981,36802.5,26.9122222222222,easy
4982,36809.4,27.0088888888889,easy
4983,36816.2,27.1077777777778,easy
4984,36822.6,27.2077777777778,easy
4985,36829.4,27.31,easy
4986,36836.3,27.4133333333333,easy
4987,36842.9,27.5177777777778,easy
4988,36847.9,27.6244444444444,easy
4989,36856.6,27.7311111111111,easy
4990,36863.2,27.8411111111111,easy
4991,36869.6,27.9533333333333,easy
4992,36875.9,28.0677777777778,easy
4993,36882.6,28.1844444444444,easy
4994,36888.9,28.3022222222222,easy
4995,36895,28.4222222222222,easy
4996,36901,28.5444444444444,easy
4997,36907,28.6677777777778,easy
4998,36913.4,28.7922222222222,easy
4999,36919.7,28.9177777777778,easy
5000,36926,29.0444444444444,easy
5001,36931.8,29.1711111111111,easy
5002,36937.8,29.2977777777777,easy
5003,36943.1,29.4244444444444,easy
5004,36948.2,29.5488888888889,easy
5005,36953.2,29.6744444444444,easy
5006,36958,29.8011111111111,easy
5007,36962.8,29.93,easy
5008,36967.8,30.06,easy
5009,36972.7,30.1911111111111,easy
5010,36977.4,30.3222222222222,easy
5011,36982.5,30.4522222222222,easy
5012,36987.7,30.5811111111111,easy
5013,36993.5,30.7088888888889,easy
5014,36998.9,30.8366666666666,easy
5015,37004.8,30.9633333333333,easy
5016,37009.4,31.0877777777778,easy
5017,37014.4,31.21,easy
5018,37019.7,31.3311111111111,easy
5019,37025.4,31.4511111111111,easy
5020,37031.5,31.5688888888889,easy
5021,37037.5,31.6866666666667,easy
5022,37043.2,31.8022222222222,easy
5023,37051.5,31.9166666666667,easy
5024,37057.8,32.03,easy
5025,37064.1,32.1422222222222,easy
5026,37069.5,32.2533333333333,easy
5027,37075.3,32.3633333333333,easy
5028,37080.1,32.4722222222222,easy
5029,37086.1,32.5766666666667,easy
5030,37091.3,32.6788888888889,easy
5031,37098.1,32.78,easy
5032,37105.4,32.8777777777778,easy
5033,37112,32.9733333333333,easy
5034,37118.8,33.0666666666667,easy
5035,37125.3,33.1577777777778,easy
5036,37132.9,33.2477777777778,easy
5037,37139.9,33.3366666666667,easy
5038,37146.9,33.4233333333333,easy
5039,37153.7,33.5077777777778,easy
5040,37160,33.5888888888889,easy
5041,37165.2,33.6688888888889,easy
5042,37170.2,33.7477777777778,easy
5043,37175.6,33.8255555555555,easy
5044,37182.6,33.9011111111111,easy
5045,37189.3,33.9744444444444,easy
5046,37194,34.0488888888889,easy
5047,37198.8,34.1244444444444,easy
5048,37202.9,34.2,easy
5049,37207.2,34.2766666666666,easy
5050,37213.3,34.3533333333333,easy
5051,37218,34.4311111111111,easy
5052,37222.9,34.51,easy
5053,37228.1,34.5888888888889,easy
5054,37233.6,34.6688888888889,easy
5055,37238.6,34.7511111111111,easy
5056,37243.3,34.8344444444444,easy
5057,37247.8,34.9188888888889,easy
5058,37252.3,35.0055555555555,easy
5059,37257.5,35.0922222222222,easy
5060,37262.6,35.1777777777778,easy
5061,37267.1,35.2655555555555,easy
5062,37272,35.3544444444444,easy
5063,37276.3,35.4444444444444,easy
5064,37280.5,35.5366666666667,easy
5065,37285.4,35.6288888888889,easy
5066,37290.1,35.7211111111111,easy
5067,37294.3,35.8155555555555,easy
5068,37299.5,35.9122222222222,easy
5069,37303.8,36.0111111111111,easy
5070,37307.9,36.1111111111111,easy
5071,37312.6,36.2122222222222,easy
5072,37316.7,36.3133333333333,easy
5073,37321.2,36.4166666666667,easy
5074,37326.6,36.5211111111111,easy
5075,37331.3,36.6255555555556,easy
5076,37335.6,36.7311111111111,easy
5077,37341.5,36.8366666666667,easy
5078,37345.4,36.9411111111111,easy
5079,37350.1,37.0455555555556,easy
5080,37354.7,37.1488888888889,easy
5081,37359.4,37.2488888888889,easy
5082,37365,37.3488888888889,easy
5083,37369.1,37.4477777777778,easy
5084,37373.7,37.5444444444445,easy
5085,37378.2,37.6388888888889,easy
5086,37383,37.7311111111111,easy
5087,37388,37.82,easy
5088,37393.6,37.9055555555556,easy
5089,37398.3,37.9888888888889,easy
5090,37403.7,38.07,easy
